date,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualOtherNonCurrentAssets,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualTaxProvision,trailingInterestExpense,annualChangeInCashSupplementalAsReported,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualNetIncomeCommonStockholders,annualInterestExpense,annualNetOtherFinancingCharges,annualCommonStockIssuance,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualRepaymentOfDebt,annualNetPPE,annualEbitda,quarterlyCapitalStock,trailingGrossProfit,trailingNetOtherInvestingChanges,annualAccountsPayable,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualNetOtherInvestingChanges,annualOperatingIncome,annualOtherCurrentLiabilities,trailingTotalRevenue,quarterlyDilutedEPS,annualEndCashPosition,annualNonCurrentDeferredRevenue,trailingEndCashPosition,trailingPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,annualPretaxIncome,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,trailingOperatingIncome,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualDilutedEPS,annualInvestingCashFlow,annualOtherNonCashItems,trailingInvestingCashFlow,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualDepreciationAndAmortization,annualStockholdersEquity,annualLongTermDebt,annualChangeInInventory,annualTotalAssets,annualInventory,annualBasicEPS,quarterlyNetPPE,quarterlyInventory,annualCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualCapitalStock,annualAccountsReceivable,quarterlyAccountsReceivable,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualGrossProfit,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalNonCurrentAssets,trailingNetIncomeCommonStockholders,annualOtherCurrentAssets,trailingFreeCashFlow,quarterlyCurrentAssets,trailingCostOfRevenue,quarterlyCurrentLiabilities,trailingNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyOtherCurrentAssets,trailingTaxProvision,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualCostOfRevenue,annualPurchaseOfBusiness,annualDilutedAverageShares,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,annualGoodwill,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyNetIncomeContinuousOperations,trailingCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualInvestmentsAndAdvances,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyGoodwill,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingPurchaseOfInvestment,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,trailingBasicEPS,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,trailingCashDividendsPaid,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyNetIncome,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,trailingBasicAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualOtherShortTermInvestments,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
2010-12-31,6255181000,27325807000,,2689602000.0,634185000.0,256984000.0,-10418464000.0,123761000.0,609416000.0,1309466000.0,-4718803000.0,47221000.0,5565716000.0,2478973000.0,3878766000.0,,248746000,3098116000.0,31982000.0,2113011000.0,508683000.0,16014534000.0,1768526000.0,528275000.0,,2799861000.0,0.0,-46850807000.0,1309466000.0,394817000.0,-4671107000.0,27802930000.0,1768039000.0,5800000000,12220638000.0,144004000.0,6255181000.0,1260005000.0,1309466000,713438000.0,1134341000.0,0.0,12471290000.0,,1297771000.0,248746000.0,3174019000.0,4591989000.0,1309466000,75903000.0,,4817600000,13201335000.0,30965653000,641398000.0,33444626000,394817000.0,6654922000.0,34274000.0,,0.0911,-9719507000.0,1138581000.0,-4634338000.0,5800000000.0,2689602000,0.0,622399000.0,5283886000.0,0.0,-552000.0,33444626000.0,692000.0,0.0911,27802930000,692000,11311273000.0,34274000,,0,-32650000.0,7859204000.0,5800000000.0,958645000.0,958645000,27325807000.0,,,-485298000.0,5283886000,30965653000.0,3831052000.0,1920000.0,3140401000.0,2478973000,250652000.0,11311273000,3831052000.0,16014534000,528275000.0,1920000,713223000.0,,13201335000.0,,789226000.0,,,5800000000.0,-51320000.0,-9158459000.0,4817600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,6510089000,32579762000,,,,,,,,,,,,,,,243250000,,,,,,,,,,,,,,,,,8285710000,,,,,8619101000,,,,,0.0,,,,,8619101000,,,5539495000,,34110117000,,44419119000,386638000.0,,,,,,,,,2818547000,0.0,,,,,,,,30809876000,2030000,,42519000,,16976587000,,,,,1240928000,,,,,10976630000,,,,,10309002000,,12314785000,,20264977000,,16994000,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,8838884000,39371255000,,3909266000.0,844475000.0,,-7699356000.0,147690000.0,1106821000.0,7517988000.0,,,,10174321000.0,,,257826000,,32277000.0,,6354855000.0,23472478000.0,3195932000.0,1023027000.0,,-55172000.0,5402745000.0,,7517988000.0,381390000.0,-5537678000.0,36956402000.0,3520738000.0,8446898000,,,8838884000.0,2561844000.0,7517988000,193572000.0,2351457000.0,0.0,,,7506226000.0,257826000.0,,,7517988000,,,6758833000,19257069000.0,41356375000,1139098000.0,51530696000,381390000.0,,26843000.0,,0.1406,-7787316000.0,2153820000.0,,7274690000.0,3909266000,0.0,1157314000.0,11331519000.0,0.0,-1394000.0,51530696000.0,2086000.0,0.1406,36956402000,2086000,15898777000.0,26843000,,0,-327655000.0,,8446898000.0,2010477000.0,2010477000,39371255000.0,,,-920959000.0,11331519000,41356375000.0,,59485000.0,,10174321000,,15898777000,,23472478000,1023027000.0,59485000,,,19257069000.0,,1297771000.0,,,7274690000.0,-82128000.0,-5137512000.0,6758833000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,6220964000,41056606000,,,,,,,,,,,,,,,253329000,,,,,,,,,,,,,,,,,8446898000,,,,,7737888000,,,,,0.0,,,,,7737888000,,,8215663000,,42484655000,,53502523000,372374000.0,,,,,,,,,3815648000,0.0,,,,,,,,38103746000,2042000,,27132000,,21714002000,,,,,2616531000,,,,,11532210000,,,,,11017868000,,14813053000,,26243553000,,71662000,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,635730000,41007622000,-3782913000.0,3717288000.0,1804141000.0,,-6579922000.0,126793000.0,601084000.0,5468725000.0,,,,9545946000.0,,43763607000.0,273297000,,29523000.0,,-3738666000.0,26125678000.0,4026904000.0,557940000.0,1620332000.0,63689000.0,0.0,,5468725000.0,363511000.0,-8019124000.0,39980694000.0,3862970000.0,8446898000,,,635730000.0,3112945000.0,5468725000,14194000.0,2172408000.0,0.0,,,3768371000.0,273297000.0,,,5468725000,,43763607000.0,8276387000,0.0,44152975000,630607000.0,53698921000,363511000.0,,18290000.0,,0.0661,-8355102000.0,1520417000.0,,8446898000.0,3717288000,0.0,1612031000.0,11820042000.0,22004758000.0,-1984000.0,53698921000.0,4070000.0,0.0661,39980694000,4070000,14881944000.0,18290000,2052791000.0,22004758000,-1880182000.0,,8446898000.0,3302640000.0,3302640000,41007622000.0,2052791000.0,3976549000.0,-618889000.0,11820042000,44152975000.0,,17258000.0,,9545946000,,14881944000,,26125678000,557940000.0,17258000,,,0.0,-3782913000.0,7506226000.0,50355000.0,,8446898000.0,-316200000.0,-3466977000.0,8276387000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,1178270000,41761591000,,,,,,,,,,,,,,40617167000.0,256672000,,,,,,,,,,,,,,,,,8446898000,,,,,6982774000,,,,,0.0,,,,,6982774000,,,9147630000,,44416596000,,55086521000,355439000.0,,,,,,,,,3352891000,0.0,,,,,,,,40617167000,3941000,,18548000,,22480478000,,,,,2830895000,,2572203000.0,,,12462446000,,,,,10669925000,,15890902000,,25870689000,,18192000,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,1717073000,45101078000,-5798527000.0,57198000.0,2623673000.0,,-7156586000.0,146292000.0,917052000.0,6265421000.0,,,,9754119000.0,,51535310000.0,264949000,,67142000.0,,629588000.0,25859004000.0,5797548000.0,887603000.0,1870203000.0,-680000.0,1229873000.0,,6265421000.0,702992000.0,-10666650000.0,45736783000.0,4785890000.0,9029215000,,,1717073000.0,5917747000.0,6265421000,171366000.0,2727518000.0,86176000.0,,,4317986000.0,264949000.0,,,6265421000,,51535310000.0,10388910000,0.0,50043901000,984194000.0,59798020000,702992000.0,,18805000.0,524525000.0,0.1037,-6652531000.0,1799433000.0,,8561766000.0,57198000,86176000.0,1931493000.0,13860809000.0,22605652000.0,-184000.0,59798020000.0,4254000.0,0.1037,45736783000,4254000,19242074000.0,18805000,2729818000.0,22605652000,-247081000.0,,9029215000.0,2908091000.0,2908091000,45101078000.0,2729818000.0,5351191000.0,1115794000.0,13860809000,50043901000.0,,17459000.0,,9754119000,,19242074000,,25859004000,887603000.0,17459000,,,0.0,-5798527000.0,3768371000.0,446357000.0,-11977000.0,8561766000.0,-126703000.0,-1238839000.0,10388910000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,1214633000,50187625000,,,,,,,,,,,,,,48794746000.0,257175000,,,,,,,,,,,,,,,,,9029215000,,,,,8268814000,,,,,0.0,,,,,8268814000,,,14633731000,,53147818000,,65343399000,709076000.0,,,,,,,,,3556667000,77493000.0,,,,,,,,48794746000,4832000,,19061000,,24220759000,,,,,3341433000,,3242434000.0,,,14311989000,,,,,12195581000,,23132170000,,27055455000,,22326000,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,911825000,57253102000,-8046521000.0,54653000.0,2730057000.0,,-13393976000.0,187147000.0,1146764000.0,7786461000.0,,,,11141483000.0,,66077041000.0,247596000,,85650000.0,,2052720000.0,31512204000.0,6151073000.0,1121029000.0,2143297000.0,-11030000.0,1358252000.0,,7786461000.0,696207000.0,-19237864000.0,58030520000.0,5646014000.0,9727996000,,,911825000.0,6125128000.0,7786461000,331232000.0,3301436000.0,91549000.0,,,6384626000.0,247596000.0,,,7786461000,,66077041000.0,17306317000,0.0,62996820000,1232414000.0,74138303000,696207000.0,,19318000.0,545600000.0,0.1239,-12961025000.0,2085471000.0,,9044531000.0,54653000,91549000.0,2270303000.0,16101254000.0,26842020000.0,-8664000.0,74138303000.0,13130000.0,0.1239,58030520000,13130000,25740898000.0,19318000,3660643000.0,26842020000,-150000000.0,,9727996000.0,3160350000.0,3160350000,57253102000.0,3660643000.0,6031493000.0,689202000.0,16101254000,62996820000.0,,35337000.0,,11141483000,,25740898000,,31512204000,1121029000.0,35337000,,,0.0,-8046521000.0,4322198000.0,119580000.0,-511070000.0,9044531000.0,-180584000.0,-7268848000.0,17306317000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,240483000,58317048000,,,,,,,,,,,,,,62817238000.0,239056000,,,,,,,,,,,,,,,,,9727996000,,,,,4653313000,,,,,0.0,,,,,4653313000,,,17203538000,,67954745000,,76201471000,681589000.0,,,,,,,,,54653000,0.0,,,,,,,,62817238000,13199000,,19174000,,26924384000,,,,,3366199000,,4600019000.0,,,17040871000,,,,,8246726000,,27482062000,,30834986000,,36236000,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
